measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,55,Republic of Slovenia,3,Both,22,All ages,294,All causes,3,Rate,2021,1112.2306378139422,1154.3544238538063,1067.4541773921428
1,Deaths,367,Principality of Monaco,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,367,Principality of Monaco,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,367,Principality of Monaco,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,294,All causes,1,Number,2021,103439.20719243116,124510.5666249287,84754.85036841917
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,294,All causes,3,Rate,2021,873.4517760915579,1051.3805984455396,715.6790601551222
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,294,All causes,1,Number,2021,120940.23196306161,140044.35014779522,107066.55228267236
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,294,All causes,3,Rate,2021,1025.1667202520448,1187.1054387814804,907.5645421768772
1,Deaths,203,Republic of Cabo Verde,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,203,Republic of Cabo Verde,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,203,Republic of Cabo Verde,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,22,Republic of Fiji,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,22,Republic of Fiji,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,22,Republic of Fiji,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,1,Number,2021,184094.58341633825,186096.81163507685,182518.68518108272
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,3,Rate,2021,778.8509650467352,787.3218138434196,772.1837951682581
1,Deaths,39,Republic of Tajikistan,3,Both,22,All ages,294,All causes,1,Number,2021,59059.5460602562,65306.61778952721,52151.5722342367
1,Deaths,39,Republic of Tajikistan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,39,Republic of Tajikistan,3,Both,22,All ages,294,All causes,3,Rate,2021,581.2980545790482,642.7853311547275,513.3057990671089
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,294,All causes,1,Number,2021,237720.12161876258,286271.892211735,197314.86628892025
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,294,All causes,3,Rate,2021,1100.2239764611452,1324.932855719153,913.2190633464687
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,294,All causes,1,Number,2021,199788.270208396,226981.66035830433,175028.46663598937
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,294,All causes,3,Rate,2021,583.615327252442,663.051819068944,511.2877534186864
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,1,Number,2021,43609.78892006521,51506.76370453623,36656.84036861669
1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,3,Rate,2021,845.41753646787,998.5079579801961,710.6279678614305
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,121,Plurinational State of Bolivia,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,55,Republic of Slovenia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,55,Republic of Slovenia,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,55,Republic of Slovenia,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,294,All causes,1,Number,2021,633.0074765805632,775.4172850055869,495.7814643480887
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,294,All causes,3,Rate,2021,739.5523125784912,905.9318689835915,579.2290645172421
1,Deaths,107,Barbados,3,Both,22,All ages,294,All causes,1,Number,2021,3294.765964179703,3880.917585914911,2776.48361350278
1,Deaths,107,Barbados,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,107,Barbados,3,Both,22,All ages,294,All causes,3,Rate,2021,1101.8370392884606,1297.8581146814881,928.5128344757819
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,88,Republic of Malta,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,88,Republic of Malta,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,88,Republic of Malta,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,1,Number,2021,242419.35622803227,287121.24020893185,203027.59640040752
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,3,Rate,2021,918.5242727187931,1087.8992191405328,769.269328271422
1,Deaths,172,Republic of Equatorial Guinea,3,Both,22,All ages,294,All causes,1,Number,2021,10485.940402233564,13419.145722313997,8219.916943968252
1,Deaths,172,Republic of Equatorial Guinea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,172,Republic of Equatorial Guinea,3,Both,22,All ages,294,All causes,3,Rate,2021,693.3715376906433,887.3265865590623,543.5331722765295
1,Deaths,6,People's Republic of China,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,16.756763179137668,18.426991799280625,15.238600587577986
1,Deaths,6,People's Republic of China,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,1.4407454836071697e-06,1.7066445224763623e-06,1.217780736337825e-06
1,Deaths,6,People's Republic of China,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0011777761971868822,0.0012951709166583475,0.0010710696844383639
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,17.930587046928267,19.7178164385228,16.3060760236274
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,7.4645197051046e-05,9.177595462866989e-05,6.085968853101849e-05
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.06793879697959654,0.07471058947438335,0.06178354259142189
1,Deaths,106,Commonwealth of the Bahamas,3,Both,22,All ages,294,All causes,1,Number,2021,3846.447532457487,4443.023405355042,3339.9255815789347
1,Deaths,106,Commonwealth of the Bahamas,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,106,Commonwealth of the Bahamas,3,Both,22,All ages,294,All causes,3,Rate,2021,991.4400591709298,1145.210314382914,860.8816286417693
1,Deaths,140,Kingdom of Bahrain,3,Both,22,All ages,294,All causes,1,Number,2021,6292.695390221146,6962.900189361742,5632.3249870608215
1,Deaths,140,Kingdom of Bahrain,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,140,Kingdom of Bahrain,3,Both,22,All ages,294,All causes,3,Rate,2021,411.39574218174903,455.2115291630612,368.22289568655964
1,Deaths,122,Republic of Ecuador,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,122,Republic of Ecuador,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,122,Republic of Ecuador,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,72,New Zealand,3,Both,22,All ages,294,All causes,1,Number,2021,34492.59226721439,34937.85787294636,34086.52168125238
1,Deaths,72,New Zealand,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,72,New Zealand,3,Both,22,All ages,294,All causes,3,Rate,2021,667.2309111747406,675.8442091700246,659.3758086943683
1,Deaths,155,Republic of Turkey,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,129.99999999999997,129.99999999999997,129.99999999999997
1,Deaths,155,Republic of Turkey,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.00019960465655297858,0.0002283240991378841,0.00017477437629894894
1,Deaths,155,Republic of Turkey,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.15547999135080176,0.15547999135080298,0.15547999135080298
1,Deaths,153,Syrian Arab Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,1624.2184721825665,1648.71077608273,1600.6221000855014
1,Deaths,153,Syrian Arab Republic,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.015729389131245306,0.0192317570587263,0.012712746424834715
1,Deaths,153,Syrian Arab Republic,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,11.576393218752623,11.750958737885332,11.408213330018466
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,1,Number,2021,394.3637332904476,441.8163413233366,318.914030715002
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,813.2525340407785,911.1087780914164,657.66099092362
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,294,All causes,1,Number,2021,979.9046439274824,1188.3671565264951,816.3527767145235
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,294,All causes,3,Rate,2021,808.7626083397506,980.81678368777,673.7753567273613
1,Deaths,170,Republic of the Congo,3,Both,22,All ages,294,All causes,1,Number,2021,46268.098605519954,53993.29655104154,39697.285366703865
1,Deaths,170,Republic of the Congo,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,170,Republic of the Congo,3,Both,22,All ages,294,All causes,3,Rate,2021,858.1511151780015,1001.433148192628,736.279871741088
1,Deaths,204,Republic of Chad,3,Both,22,All ages,294,All causes,1,Number,2021,181931.23589085095,220094.04479333025,152733.78535694556
1,Deaths,204,Republic of Chad,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,204,Republic of Chad,3,Both,22,All ages,294,All causes,3,Rate,2021,1025.0017461785365,1240.011255527372,860.5031231978774
1,Deaths,25,Federated States of Micronesia,3,Both,22,All ages,294,All causes,1,Number,2021,814.0030718713809,1021.2302295557221,657.9703986524306
1,Deaths,25,Federated States of Micronesia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,25,Federated States of Micronesia,3,Both,22,All ages,294,All causes,3,Rate,2021,793.5472591793394,995.5668199039426,641.4356708401646
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,1,Number,2021,720.4925854416639,721.564317385935,719.5382500983513
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,3,Rate,2021,805.959187228525,807.158050650836,804.8916462805947
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,25.99699115981783,31.418644300691312,21.402973644504137
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,5.93798202480497e-05,7.454966226826966e-05,4.700669726132324e-05
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.04447895032492679,0.05375500228222506,0.03661892238556606
1,Deaths,369,Republic of Nauru,3,Both,22,All ages,294,All causes,1,Number,2021,93.5690740583062,115.76118208597465,76.00959731786936
1,Deaths,369,Republic of Nauru,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,369,Republic of Nauru,3,Both,22,All ages,294,All causes,3,Rate,2021,848.7426125102213,1050.0418979212893,689.4648135902065
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,2.9998907571804683,3.298904555154484,2.7281006818759956
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,1.8632470655769858e-05,2.201597183556988e-05,1.5782376926086326e-05
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.03217159201370427,0.03537829208831953,0.029256846069992758
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,30.999676536739297,32.26596981780853,29.801582367770944
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0003023963986782984,0.0003642863602157455,0.0002484281712699102
1,Deaths,154,Republic of Tunisia,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.26176459839746385,0.2724573148772519,0.2516477625456232
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,41,Republic of Uzbekistan,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,1,Number,2021,208510.1160813885,239620.73158374676,181178.5547836279
1,Deaths,205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,3,Rate,2021,748.3707111214951,860.0308736329349,650.2740798938664
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,294,All causes,1,Number,2021,697972.9181585995,802913.3057006939,597101.3056966913
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,294,All causes,3,Rate,2021,775.3724263010093,891.9498475570476,663.3149741210194
1,Deaths,186,Republic of Seychelles,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,186,Republic of Seychelles,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,186,Republic of Seychelles,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,123,Republic of Peru,3,Both,22,All ages,294,All causes,1,Number,2021,320620.7881731843,356837.90704411163,288316.43709134357
1,Deaths,123,Republic of Peru,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,123,Republic of Peru,3,Both,22,All ages,294,All causes,3,Rate,2021,883.9643788379257,983.8164288826222,794.8999865989645
1,Deaths,185,Republic of Rwanda,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,9.569579218038456,10.523426027343035,8.702575427958
1,Deaths,185,Republic of Rwanda,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.00010450074019739759,0.00012437301722067245,8.793666930307166e-05
1,Deaths,185,Republic of Rwanda,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.07211421026673469,0.07930218664492114,0.06558066347273743
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,74,Principality of Andorra,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,294,All causes,1,Number,2021,161846.8282563463,185267.79265213246,140034.53026541628
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,294,All causes,3,Rate,2021,1735.686579557005,1986.8589628530258,1501.76594422524
1,Deaths,40,Turkmenistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,40,Turkmenistan,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,40,Turkmenistan,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,2266.7820858392765,2378.748940129839,2161.4715909170295
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.009621662428678074,0.011646089871514454,0.007861951058924219
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,10.491194364491411,11.009402990755584,10.003792916530442
1,Deaths,26,Independent State of Papua New Guinea,3,Both,22,All ages,294,All causes,1,Number,2021,80732.23292805563,99349.87815607774,65176.76383790972
1,Deaths,26,Independent State of Papua New Guinea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,26,Independent State of Papua New Guinea,3,Both,22,All ages,294,All causes,3,Rate,2021,771.7027266735147,949.664949017943,623.0112130590121
1,Deaths,89,Kingdom of the Netherlands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,89,Kingdom of the Netherlands,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,89,Kingdom of the Netherlands,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,173,Gabonese Republic,3,Both,22,All ages,294,All causes,1,Number,2021,15528.94016237653,18603.347455471834,12898.338004186906
1,Deaths,173,Gabonese Republic,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,173,Gabonese Republic,3,Both,22,All ages,294,All causes,3,Rate,2021,855.0781052886231,1024.3657923797641,710.2278910645566
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,294,All causes,1,Number,2021,41915.413334919285,42567.34122648328,41320.924721648844
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,294,All causes,3,Rate,2021,773.6225609966788,785.655035089847,762.650229653866
1,Deaths,108,Belize,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,3.9998543429072932,4.398539406872645,3.6374675758346617
1,Deaths,108,Belize,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.001711316748025699,0.001952375764840501,0.0014806487417521135
1,Deaths,108,Belize,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.9322046483761254,1.0251220493624063,0.8477469157154005
1,Deaths,43,Republic of Albania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,43,Republic of Albania,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,43,Republic of Albania,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,141,Arab Republic of Egypt,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,291.9922058604101,315.5665182075553,270.2896588602121
1,Deaths,141,Arab Republic of Egypt,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.000412803287561223,0.00048560422342792486,0.00034641400680826133
1,Deaths,141,Arab Republic of Egypt,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.27643592580180953,0.29875428474437465,0.25588961137338545
1,Deaths,139,People's Democratic Republic of Algeria,3,Both,22,All ages,294,All causes,1,Number,2021,273173.3414295296,306131.03313501965,242235.22080800714
1,Deaths,139,People's Democratic Republic of Algeria,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,139,People's Democratic Republic of Algeria,3,Both,22,All ages,294,All causes,3,Rate,2021,618.0678903418151,692.6362610193872,548.068896868955
1,Deaths,107,Barbados,3,Both,22,All ages,945,Conflict and terrorism,1,Number,2021,0.0,0.0,0.0
1,Deaths,107,Barbados,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,2021,0.0,0.0,0.0
1,Deaths,107,Barbados,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,2021,0.0,0.0,0.0
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,294,All causes,1,Number,2021,442.6408096792374,554.1332453031424,357.0535908990705
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,786.5939551416539,984.7213622583523,634.5013611970256
